Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
billboard,@billboard,2024-04-02T18:10:07.000Z,True,"From Queen to Lil Jon, How Sports Anthems Are Born",1,5,34,16K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775224205572714590,tweet_id:1775224205572714590
,@keaaaaley,2024-04-03T16:38:49.000Z,True,margot robbie is on the right side of history,5,50,512,19K,[],[],[],https://pbs.twimg.com/profile_images/1774816445274181632/2pQ-DPik_normal.jpg,https://twitter.com/keaaaaley/status/1775563619612152031,tweet_id:1775563619612152031
First We Feast,@firstwefeast,2024-04-02T21:01:00.000Z,True,"& now a special announcement from this week’s guest on @hotones, @shakira. 🔥",66,366,1.5K,92K,[],"['@hotones', '@shakira']",['\\U0001f525'],https://pbs.twimg.com/profile_images/1146255202338689024/sF8oBPUL_normal.png,https://twitter.com/firstwefeast/status/1775267209482326335,tweet_id:1775267209482326335
cyndi,@_cyyndaquil,2024-04-03T18:46:39.000Z,False,"Obsessed with this photo series called ""From Window"" by Masahisa Fukase. He took photos of his wife from their apartment window almost everyday as she left 🥹",63,7.5K,59K,1.2M,[],[],['\\U0001f979'],https://pbs.twimg.com/profile_images/1773971961728917504/HYYk2xsF_normal.jpg,https://twitter.com/_cyyndaquil/status/1775595788414190073,tweet_id:1775595788414190073
billboard,@billboard,2024-04-03T22:45:11.000Z,True,Nicole Richie & Joel Madden’s Kids Are Their Parents’ Lookalikes at Red Carpet Debut,3,7,29,16K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775655817724768558,tweet_id:1775655817724768558
billboard,@billboard,2024-04-03T00:34:50.000Z,True,"Keityn, Feid & More Honored at 2024 ASCAP Latin Music Awards: Complete Winners List",1,23,127,24K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775321022922674320,tweet_id:1775321022922674320
BBC News (World),@BBCWorld,2024-04-03T16:30:51.000Z,True,Father of crash victims tells funeral his world is 'now so empty',56,16,118,135K,[],[],[],https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_normal.jpg,https://twitter.com/BBCWorld/status/1775561614349009068,tweet_id:1775561614349009068
billboard,@billboard,2024-04-03T18:04:43.000Z,True,.@Tyllaaaaaaa's ‘Water’ Surges to No. 1 on Hot R&B Songs Chart,6,34,186,18K,[],['@Tyllaaaaaaa'],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775585234861351387,tweet_id:1775585234861351387
☆,@JMinajT,2024-04-02T03:49:06.000Z,False,vocals !!!!!! #GagCityDC,26,421,2.4K,80K,['#GagCityDC'],[],[],https://pbs.twimg.com/profile_images/1766608560807628800/DrcNHfJc_normal.jpg,https://twitter.com/JMinajT/status/1775007523575341551,tweet_id:1775007523575341551
BBC News (World),@BBCWorld,2024-04-03T16:18:47.000Z,True,German trial witness says he saw Madeleine McCann suspect in rape videos,52,16,72,136K,[],[],[],https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_normal.jpg,https://twitter.com/BBCWorld/status/1775558576112533636,tweet_id:1775558576112533636
billboard,@billboard,2024-04-02T16:09:05.000Z,True,Taylor Swift Is Getting Her Own SiriusXM Radio Channel: Here’s How to Tune In,9,105,627,173K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775193747552088510,tweet_id:1775193747552088510
BBC News (World),@BBCWorld,2024-04-02T13:56:50.000Z,True,Dozens dead in Istanbul nightclub fire,46,29,96,96K,[],[],[],https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_normal.jpg,https://twitter.com/BBCWorld/status/1775160465032679687,tweet_id:1775160465032679687
billboard,@billboard,2024-04-03T19:22:38.000Z,True,".@KenBurns Talks Beyoncé’s ‘Cowboy Carter,’ Compares New Album to Beatles’ ‘White Album’: ‘She’s Got Guts!’",3,30,120,20K,[],['@KenBurns'],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775604841827500300,tweet_id:1775604841827500300
Nicki Minaj,@NICKIMINAJ,2024-04-03T04:57:20.000Z,True,Ppl spending their hard earned money baby. You betta f$&!ng believe it!!!!!! 🙏🏽🫶🏽🫵,132,754,5.2K,194K,[],[],"['\\U0001f64f\\U0001f3fd', '\\U0001faf6\\U0001f3fd', '\\U0001faf5']",https://pbs.twimg.com/profile_images/1717601605833695232/tmJ6cbTv_normal.jpg,https://twitter.com/NICKIMINAJ/status/1775387083122540996,tweet_id:1775387083122540996
billboard,@billboard,2024-04-02T22:16:15.000Z,True,"Travis Kelce Opens Up About 2024 Kelce Jam Music Festival, His ‘Last Hoo-rah’ Post-Super Bowl",2,6,46,17K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775286148123726308,tweet_id:1775286148123726308
BBC News (World),@BBCWorld,2024-04-02T13:53:39.000Z,True,Ukraine war: Deepest Ukraine drone attack into Russian territory injures 12,71,37,208,106K,[],[],[],https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_normal.jpg,https://twitter.com/BBCWorld/status/1775159664700752095,tweet_id:1775159664700752095
billboard,@billboard,2024-04-02T16:06:02.000Z,True,Hot 100 First-Timers: Tito Double P & Joel De La P Arrive With Peso Pluma Collab ‘La People II’,3,1,28,15K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775192977842786569,tweet_id:1775192977842786569
DiscussingFilm,@DiscussingFilm,2024-04-03T16:24:31.000Z,True,‘ALIEN’ will re-release in theaters on April 26,209,3.5K,26K,1.6M,[],[],[],https://pbs.twimg.com/profile_images/1706429397467549696/hmvwfChQ_normal.jpg,https://twitter.com/DiscussingFilm/status/1775560018147922083,tweet_id:1775560018147922083
billboard,@billboard,2024-04-02T05:35:54.000Z,True,Taylor Swift and SZA were among the record-setters at the 2024 #iHeartAwards.,3,7,94,23K,['#iHeartAwards'],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775034400884871449,tweet_id:1775034400884871449
,@mummummummah,2024-04-03T10:06:01.000Z,True,YA'LL better make the Joker 2 trailer trend on April 9th 🃏,2,21,219,5.6K,[],[],['\\U0001f0cf'],https://pbs.twimg.com/profile_images/1723412075148668928/9-dMm0vr_normal.jpg,https://twitter.com/mummummummah/status/1775464768188670274,tweet_id:1775464768188670274
Pop Crave,@PopCrave,2024-04-03T10:43:32.000Z,True,"“Harleys In Hawaii” by Katy Perry has reached 500 MILLION streams on Spotify.

It’s her 15th song to achieve this.",99,289,2.6K,90K,[],[],[],https://pbs.twimg.com/profile_images/1394266006395228162/qIjjvzl7_normal.jpg,https://twitter.com/PopCrave/status/1775474208019038652,tweet_id:1775474208019038652
billboard,@billboard,2024-04-02T19:13:18.000Z,True,".@chelseacutler Opens Up About Her ‘Yellowstone’ Themed Album ‘Stellaria,’ Mental Health & More",1,9,72,21K,[],['@chelseacutler'],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775240107458548129,tweet_id:1775240107458548129
Shakira Vitium CHARTS,@Shakira_Vitium,2024-04-03T02:19:55.000Z,False,"🇷🇴 | ""Chantaje (feat. Maluma)"" debuta en el Top 200 de Spotify Rumania (#185) a 7 años de su lanzamiento

✶ Es la 6° canción de @Shakira en el chart y el 55 país en el que ingresó",4,39,244,3.7K,[],['@Shakira'],['\\U0001f1f7\\U0001f1f4'],https://pbs.twimg.com/profile_images/1339448366871273479/7bUMHh-x_normal.jpg,https://twitter.com/Shakira_Vitium/status/1775347466436522187,tweet_id:1775347466436522187
chloe ♡ MET CONAN!!!,@ntltchloe,2024-04-03T16:57:15.000Z,False,remembering that after friday we won’t have new music for about a year,3,2,42,984,[],[],[],https://pbs.twimg.com/profile_images/1694195885213630464/vyzbgvIL_normal.jpg,https://twitter.com/ntltchloe/status/1775568255500825002,tweet_id:1775568255500825002
Bitcoin Magazine,@BitcoinMagazine,2024-04-03T10:36:04.000Z,True,"NEW: #Bitcoin ETFs saw a record volume of $111 BILLION in March.

That's TRIPLE the inflows from February  🤯",246,614,2.9K,153K,['#Bitcoin'],[],['\\U0001f92f'],https://pbs.twimg.com/profile_images/1444022922377576453/AzvXYXGr_normal.jpg,https://twitter.com/BitcoinMagazine/status/1775472330187440278,tweet_id:1775472330187440278
billboard,@billboard,2024-04-02T10:00:17.000Z,True,Eminem Pranks Fans With April Fools’ Day Album Announcement,3,8,67,22K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775100935808663798,tweet_id:1775100935808663798
billboard,@billboard,2024-04-02T18:25:12.000Z,True,Meet the Major League Executives Bringing Music to Sports,0,5,27,16K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775228000323137841,tweet_id:1775228000323137841
billboard,@billboard,2024-04-03T16:08:46.000Z,True,".@fireboydml has major plans for 2024 👀 He teases his next album, going on tour & diving into acting with #BillboardNews.

Watch his full interview: http://blbrd.cm/5vh5zha",20,231,819,31K,['#BillboardNews'],['@fireboydml'],['\\U0001f440'],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775556056904556867,tweet_id:1775556056904556867
Linda Yaccarino,@lindayaX,2024-04-03T23:08:30.000Z,True,We have an incredible team of engineers building the App that will change.... Everything.,154,105,1K,81K,[],[],[],https://pbs.twimg.com/profile_images/1659561668945354755/c5dthMBt_normal.jpg,https://twitter.com/lindayaX/status/1775661683987427576,tweet_id:1775661683987427576
billboard,@billboard,2024-04-03T14:37:07.000Z,True,.@patrickmayberry Takes ‘Lead’ on Christian Airplay Chart for First Time: ‘I Hope the Message Keeps Going’,4,5,37,19K,[],['@patrickmayberry'],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775532990262645043,tweet_id:1775532990262645043
sky(fan account),@lilmonstertingz,2024-04-03T01:30:57.000Z,True,full nudityyy and it better be from ga,7,15,348,15K,[],[],[],https://pbs.twimg.com/profile_images/1640065760646012936/gNc1NQX3_normal.jpg,https://twitter.com/lilmonstertingz/status/1775335146637386165,tweet_id:1775335146637386165
billboard,@billboard,2024-04-02T14:16:53.000Z,True,".@ericchurch on New Whiskey JYPSI Release, Upcoming Nashville Residency: ‘It Was Important to Us That We Could Be Creative’",8,4,39,24K,[],['@ericchurch'],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775165512269394416,tweet_id:1775165512269394416
BBC News (World),@BBCWorld,2024-04-02T06:46:06.000Z,True,Google to delete records from Incognito tracking,50,55,169,125K,[],[],[],https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_normal.jpg,https://twitter.com/BBCWorld/status/1775052066525741389,tweet_id:1775052066525741389
pop culture gal,@allurequinn,2024-04-02T16:38:56.000Z,True,joker                                      joker 2,12,393,2.7K,51K,[],[],[],https://pbs.twimg.com/profile_images/1698738784991592448/tovSlquU_normal.jpg,https://twitter.com/allurequinn/status/1775201260620398941,tweet_id:1775201260620398941
billboard,@billboard,2024-04-02T15:38:01.000Z,True,Venice Launches New ‘Career Assistant’ Tool for Artists,3,4,33,15K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775185927003832720,tweet_id:1775185927003832720
Brooklyn,@bklynb4by,2024-04-03T02:14:40.000Z,False,this was sooo…,14,65,2.2K,78K,[],[],[],https://pbs.twimg.com/profile_images/1710605653553684480/n2yYBXTX_normal.jpg,https://twitter.com/bklynb4by/status/1775346148850495733,tweet_id:1775346148850495733
International Space Station,@Space_Station,2024-04-02T19:52:27.000Z,True,"The 10-member space station crew worked on cargo, spacesuits, and human research on Tuesday as weekend crew departure preps continue.",21,95,610,112K,[],[],[],https://pbs.twimg.com/profile_images/1189945624583720960/k6MtoeIt_normal.jpg,https://twitter.com/Space_Station/status/1775249961376153618,tweet_id:1775249961376153618
SpaceX,@SpaceX,2024-04-03T21:17:58.000Z,True,"The Polaris Dawn Dragon is headed to vacuum chamber testing! SpaceX teams celebrate Dragon's departure with @rookisaacman, @KiddPoteet, @Gillis_SarahE, and @annawmenon ahead of launching to orbit this summer",438,1K,8K,7.5M,[],"['@rookisaacman', '@KiddPoteet', '@Gillis_SarahE', '@annawmenon']",[],https://pbs.twimg.com/profile_images/1697749409851985920/HbrI04tM_normal.jpg,https://twitter.com/SpaceX/status/1775633866688213417,tweet_id:1775633866688213417
Diamond Maraj,@Diamond__Minaj,2024-04-02T04:03:54.000Z,False,The Cast Of Real Housewives of Potomac are in gag city tonight!#RHOP#GagCityDC,38,557,3.4K,114K,"['#RHOP', '#GagCityDC']",[],[],https://pbs.twimg.com/profile_images/1730601522189479936/HznMdQtR_normal.png,https://twitter.com/Diamond__Minaj/status/1775011250612711874,tweet_id:1775011250612711874
billboard,@billboard,2024-04-03T21:19:45.000Z,True,Kristen Wiig’s Old ‘SNL’ Dressing Room Gets Completely Taken Over in New Promo,3,6,16,14K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775634315725898038,tweet_id:1775634315725898038
billboard,@billboard,2024-04-02T20:03:03.000Z,True,Soca Superstar @Kestheband Breaks Down Five Favorite Tracks From First Album in 10 Years: ‘It’s Time to Position Ourselves in a Global Way’,2,176,420,33K,[],['@Kestheband'],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775252627988566502,tweet_id:1775252627988566502
BBC News (World),@BBCWorld,2024-04-02T05:22:44.000Z,True,Bassirou Diomaye Faye: Senegal election offers hope to frustrated young Africans,39,29,79,107K,[],[],[],https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_normal.jpg,https://twitter.com/BBCWorld/status/1775031088525578530,tweet_id:1775031088525578530
billboard,@billboard,2024-04-02T10:03:12.000Z,True,There was plenty of drama when Ziggy and Mackenzie Sol entered a sing-off on #AmericanIdol.,5,6,50,35K,['#AmericanIdol'],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775101669690179729,tweet_id:1775101669690179729
Nicki Minaj,@NICKIMINAJ,2024-04-02T10:17:15.000Z,True,🩷🙏🏽,109,413,3.4K,213K,[],[],"['\\U0001fa77', '\\U0001f64f\\U0001f3fd']",https://pbs.twimg.com/profile_images/1717601605833695232/tmJ6cbTv_normal.jpg,https://twitter.com/NICKIMINAJ/status/1775105203781484777,tweet_id:1775105203781484777
BBC News (World),@BBCWorld,2024-04-02T13:23:47.000Z,True,Louis Conter: Last survivor of attack on Pearl Harbor ship dies aged 102,44,64,229,128K,[],[],[],https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_normal.jpg,https://twitter.com/BBCWorld/status/1775152147417481607,tweet_id:1775152147417481607
billboard,@billboard,2024-04-04T01:10:03.000Z,True,Lizard Eliminated After ‘Sink or Swim’ Experience on ‘The Masked Singer’: ‘I’m Not Used to Losing’,1,4,20,14K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775692275349127447,tweet_id:1775692275349127447
BBC Breaking News,@BBCBreaking,2024-04-02T14:20:58.000Z,True,At least 29 people now confirmed to have died in fire at Istanbul nightclub undergoing renovations,86,114,380,418K,[],[],[],https://pbs.twimg.com/profile_images/1150716997254209536/M7gkjsv5_normal.jpg,https://twitter.com/BBCBreaking/status/1775166537172721963,tweet_id:1775166537172721963
billboard,@billboard,2024-04-02T19:05:03.000Z,True,20 Best Travel Deals to Help You Get Away on a Budget,1,9,36,16K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775238032372678774,tweet_id:1775238032372678774
Nicki Minaj,@NICKIMINAJ,2024-04-02T15:53:27.000Z,True,"QGTM!!!! History in the 
f$&@!ng making. Thank you a million times over. 🏆#GAGCITYDC shall go in the #GAGCITY HISTORY BOOKS.",232,1.7K,11K,421K,"['#GAGCITYDC', '#GAGCITY']",[],['\\U0001f3c6'],https://pbs.twimg.com/profile_images/1717601605833695232/tmJ6cbTv_normal.jpg,https://twitter.com/NICKIMINAJ/status/1775189814314151951,tweet_id:1775189814314151951
billboard,@billboard,2024-04-02T21:29:07.000Z,True,Michelle Obama Praises Beyoncé’s ‘Cowboy Carter’ While Encouraging Fans to Register to Vote: ‘We All Have Power’,4,29,144,22K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775274284291903849,tweet_id:1775274284291903849
BBC News (World),@BBCWorld,2024-04-02T06:18:18.000Z,True,K-pop star Karina and actor Lee Jae-wook split shortly after going public,67,34,95,167K,[],[],[],https://pbs.twimg.com/profile_images/1529107170448523264/q3VwEx38_normal.jpg,https://twitter.com/BBCWorld/status/1775045070611161278,tweet_id:1775045070611161278
billboard,@billboard,2024-04-03T02:45:05.000Z,True,"Act Fast! The iPad Pro, iPad Air & iPad Mini Are On Sale at Amazon — Save Up to $100 Off",6,6,48,29K,[],[],[],https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,https://twitter.com/billboard/status/1775353801274180081,tweet_id:1775353801274180081
Shakira Vitium CHARTS,@Shakira_Vitium,2024-04-04T01:17:18.000Z,False,"Spotify | A pesar del supuesto backlash, ""Las Mujeres Ya No Lloran"" incrementó sus streams diarios ayer, ""Whenever, Wherever"" tuvo su mejor día en lo que va del 2024 (479.768 streams) y ""La Tortura"" recibió más de 400 mil streams por primera vez (408.059)",2,29,144,1.8K,[],[],[],https://pbs.twimg.com/profile_images/1339448366871273479/7bUMHh-x_normal.jpg,https://twitter.com/Shakira_Vitium/status/1775694099368001963,tweet_id:1775694099368001963
